,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
6310,19,3,12,36,27,2,43,12,14,11,3
6311,3,12,36,27,2,43,12,14,11,3,9
6312,12,36,27,2,43,12,14,11,3,9,9
6313,36,27,2,43,12,14,11,3,9,9,6
6314,27,2,43,12,14,11,3,9,9,6,14
6315,2,43,12,14,11,3,9,9,6,14,3
6316,43,12,14,11,3,9,9,6,14,3,7
6317,12,14,11,3,9,9,6,14,3,7,39
6318,14,11,3,9,9,6,14,3,7,39,1
6319,11,3,9,9,6,14,3,7,39,1,11
6320,3,9,9,6,14,3,7,39,1,11,14
6321,9,9,6,14,3,7,39,1,11,14,2
6322,9,6,14,3,7,39,1,11,14,2,12
6323,6,14,3,7,39,1,11,14,2,12,18
6324,14,3,7,39,1,11,14,2,12,18,2
6325,3,7,39,1,11,14,2,12,18,2,25
6326,7,39,1,11,14,2,12,18,2,25,21
6327,39,1,11,14,2,12,18,2,25,21,34
6328,1,11,14,2,12,18,2,25,21,34,1
6329,11,14,2,12,18,2,25,21,34,1,1
6330,14,2,12,18,2,25,21,34,1,1,5
6331,2,12,18,2,25,21,34,1,1,5,7
6332,12,18,2,25,21,34,1,1,5,7,3
6333,18,2,25,21,34,1,1,5,7,3,39
6334,2,25,21,34,1,1,5,7,3,39,13
6335,25,21,34,1,1,5,7,3,39,13,12
6336,21,34,1,1,5,7,3,39,13,12,18
6337,34,1,1,5,7,3,39,13,12,18,11
6338,1,1,5,7,3,39,13,12,18,11,11
6339,1,5,7,3,39,13,12,18,11,11,2
6340,5,7,3,39,13,12,18,11,11,2,33
6341,7,3,39,13,12,18,11,11,2,33,5
6342,3,39,13,12,18,11,11,2,33,5,3
6343,39,13,12,18,11,11,2,33,5,3,1
6344,13,12,18,11,11,2,33,5,3,1,18
6345,12,18,11,11,2,33,5,3,1,18,5
6346,18,11,11,2,33,5,3,1,18,5,6
6347,11,11,2,33,5,3,1,18,5,6,38
6348,11,2,33,5,3,1,18,5,6,38,6
6349,2,33,5,3,1,18,5,6,38,6,2
6350,33,5,3,1,18,5,6,38,6,2,23
6351,5,3,1,18,5,6,38,6,2,23,1
6352,3,1,18,5,6,38,6,2,23,1,13
6353,1,18,5,6,38,6,2,23,1,13,3
6354,18,5,6,38,6,2,23,1,13,3,1
6355,5,6,38,6,2,23,1,13,3,1,18
6356,6,38,6,2,23,1,13,3,1,18,10
6357,38,6,2,23,1,13,3,1,18,10,7
6358,6,2,23,1,13,3,1,18,10,7,22
6359,2,23,1,13,3,1,18,10,7,22,18
6360,23,1,13,3,1,18,10,7,22,18,9
6361,16,3,8,8,29,13,3,10,4,17,7
6362,11,32,34,1,5,19,5,4,10,10,28
6363,32,34,1,5,19,5,4,10,10,28,17
6364,34,1,5,19,5,4,10,10,28,17,10
6365,1,5,19,5,4,10,10,28,17,10,36
6366,5,19,5,4,10,10,28,17,10,36,19
6367,19,5,4,10,10,28,17,10,36,19,21
6368,5,4,10,10,28,17,10,36,19,21,24
6369,4,10,10,28,17,10,36,19,21,24,6
6370,10,10,28,17,10,36,19,21,24,6,3
6371,10,28,17,10,36,19,21,24,6,3,10
6372,28,17,10,36,19,21,24,6,3,10,32
6373,17,10,36,19,21,24,6,3,10,32,2
6374,10,36,19,21,24,6,3,10,32,2,26
6375,36,19,21,24,6,3,10,32,2,26,34
6376,19,21,24,6,3,10,32,2,26,34,5
6377,21,24,6,3,10,32,2,26,34,5,5
6378,24,6,3,10,32,2,26,34,5,5,14
6379,6,3,10,32,2,26,34,5,5,14,3
6380,3,10,32,2,26,34,5,5,14,3,4
6381,10,32,2,26,34,5,5,14,3,4,24
6382,32,2,26,34,5,5,14,3,4,24,13
6383,2,26,34,5,5,14,3,4,24,13,50
6384,26,34,5,5,14,3,4,24,13,50,3
6385,34,5,5,14,3,4,24,13,50,3,13
6386,5,5,14,3,4,24,13,50,3,13,6
6387,5,14,3,4,24,13,50,3,13,6,4
6388,14,3,4,24,13,50,3,13,6,4,16
6389,3,4,24,13,50,3,13,6,4,16,10
6390,4,24,13,50,3,13,6,4,16,10,10
6391,24,13,50,3,13,6,4,16,10,10,3
6392,13,50,3,13,6,4,16,10,10,3,3
6393,50,3,13,6,4,16,10,10,3,3,3
6394,3,13,6,4,16,10,10,3,3,3,6
6395,13,6,4,16,10,10,3,3,3,6,15
6396,6,4,16,10,10,3,3,3,6,15,28
6397,16,8,40,16,7,4,9,2,11,45,19
6398,8,40,16,7,4,9,2,11,45,19,32
6399,40,16,7,4,9,2,11,45,19,32,18
6400,16,7,4,9,2,11,45,19,32,18,18
6401,7,4,9,2,11,45,19,32,18,18,27
6402,4,9,2,11,45,19,32,18,18,27,18
6403,9,2,11,45,19,32,18,18,27,18,11
6404,2,11,45,19,32,18,18,27,18,11,14
6405,11,45,19,32,18,18,27,18,11,14,10
6406,45,19,32,18,18,27,18,11,14,10,15
6407,19,32,18,18,27,18,11,14,10,15,11
6408,32,18,18,27,18,11,14,10,15,11,7
6409,18,18,27,18,11,14,10,15,11,7,30
6410,18,27,18,11,14,10,15,11,7,30,17
6411,27,18,11,14,10,15,11,7,30,17,3
6412,18,11,14,10,15,11,7,30,17,3,16
6413,11,14,10,15,11,7,30,17,3,16,18
6414,14,10,15,11,7,30,17,3,16,18,11
6415,10,15,11,7,30,17,3,16,18,11,7
6416,15,11,7,30,17,3,16,18,11,7,12
6417,11,7,30,17,3,16,18,11,7,12,23
6418,7,30,17,3,16,18,11,7,12,23,13
6419,30,17,3,16,18,11,7,12,23,13,2
6420,17,3,16,18,11,7,12,23,13,2,1
6421,3,16,18,11,7,12,23,13,2,1,2
6422,16,18,11,7,12,23,13,2,1,2,27
6423,1,20,5,8,14,11,45,7,36,6,5
6424,20,5,8,14,11,45,7,36,6,5,4
6425,5,8,14,11,45,7,36,6,5,4,22
6426,8,14,11,45,7,36,6,5,4,22,22
6427,14,11,45,7,36,6,5,4,22,22,3
6428,1,2,2,2,14,4,1,8,10,2,2
6429,2,2,2,14,4,1,8,10,2,2,2
6430,16,14,7,9,16,9,26,17,32,22,2
6431,14,7,9,16,9,26,17,32,22,2,13
6432,7,9,16,9,26,17,32,22,2,13,3
6433,9,16,9,26,17,32,22,2,13,3,5
6434,16,9,26,17,32,22,2,13,3,5,5
6435,9,26,17,32,22,2,13,3,5,5,10
6436,26,17,32,22,2,13,3,5,5,10,32
6437,17,32,22,2,13,3,5,5,10,32,7
6438,32,22,2,13,3,5,5,10,32,7,6
6439,22,2,13,3,5,5,10,32,7,6,6
6440,2,13,3,5,5,10,32,7,6,6,9
6441,13,3,5,5,10,32,7,6,6,9,27
6442,3,5,5,10,32,7,6,6,9,27,3
6443,5,5,10,32,7,6,6,9,27,3,4
6444,5,10,32,7,6,6,9,27,3,4,12
6445,10,32,7,6,6,9,27,3,4,12,24
6446,32,7,6,6,9,27,3,4,12,24,48
6447,7,6,6,9,27,3,4,12,24,48,13
6448,6,6,9,27,3,4,12,24,48,13,38
6449,6,9,27,3,4,12,24,48,13,38,3
6450,9,27,3,4,12,24,48,13,38,3,14
6451,27,3,4,12,24,48,13,38,3,14,42
6452,9,5,4,21,1,12,20,39,9,8,24
6453,5,4,21,1,12,20,39,9,8,24,4
6454,4,21,1,12,20,39,9,8,24,4,1
6455,21,1,12,20,39,9,8,24,4,1,15
6456,11,6,37,24,5,9,51,32,6,2,14
6457,6,37,24,5,9,51,32,6,2,14,11
6458,37,24,5,9,51,32,6,2,14,11,5
6459,24,5,9,51,32,6,2,14,11,5,21
6460,5,9,51,32,6,2,14,11,5,21,14
6461,9,51,32,6,2,14,11,5,21,14,43
6462,51,32,6,2,14,11,5,21,14,43,12
6463,32,6,2,14,11,5,21,14,43,12,25
6464,6,2,14,11,5,21,14,43,12,25,11
6465,2,14,11,5,21,14,43,12,25,11,21
6466,14,11,5,21,14,43,12,25,11,21,58
6467,11,5,21,14,43,12,25,11,21,58,22
6468,5,21,14,43,12,25,11,21,58,22,15
6469,21,14,43,12,25,11,21,58,22,15,22
6470,14,43,12,25,11,21,58,22,15,22,16
6471,43,12,25,11,21,58,22,15,22,16,22
6472,12,25,11,21,58,22,15,22,16,22,7
6473,25,11,21,58,22,15,22,16,22,7,61
6474,11,21,58,22,15,22,16,22,7,61,3
6475,21,58,22,15,22,16,22,7,61,3,31
6476,58,22,15,22,16,22,7,61,3,31,9
6477,22,15,22,16,22,7,61,3,31,9,25
6478,15,22,16,22,7,61,3,31,9,25,14
6479,22,16,22,7,61,3,31,9,25,14,8
6480,16,22,7,61,3,31,9,25,14,8,28
6481,22,7,61,3,31,9,25,14,8,28,59
6482,7,61,3,31,9,25,14,8,28,59,2
6483,61,3,31,9,25,14,8,28,59,2,17
6484,3,31,9,25,14,8,28,59,2,17,19
6485,31,9,25,14,8,28,59,2,17,19,13
6486,9,25,14,8,28,59,2,17,19,13,9
6487,25,14,8,28,59,2,17,19,13,9,18
6488,14,8,28,59,2,17,19,13,9,18,18
6489,8,28,59,2,17,19,13,9,18,18,17
6490,28,59,2,17,19,13,9,18,18,17,8
6491,59,2,17,19,13,9,18,18,17,8,39
6492,2,17,19,13,9,18,18,17,8,39,60
6493,17,19,13,9,18,18,17,8,39,60,53
6494,19,13,9,18,18,17,8,39,60,53,43
6495,13,9,18,18,17,8,39,60,53,43,8
6496,9,18,18,17,8,39,60,53,43,8,7
6497,18,18,17,8,39,60,53,43,8,7,34
6498,18,17,8,39,60,53,43,8,7,34,10
6499,17,8,39,60,53,43,8,7,34,10,43
6500,8,39,60,53,43,8,7,34,10,43,9
6501,39,60,53,43,8,7,34,10,43,9,7
6502,60,53,43,8,7,34,10,43,9,7,21
6503,53,43,8,7,34,10,43,9,7,21,14
6504,43,8,7,34,10,43,9,7,21,14,13
6505,8,7,34,10,43,9,7,21,14,13,37
6506,7,34,10,43,9,7,21,14,13,37,65
6507,34,10,43,9,7,21,14,13,37,65,44
6508,10,43,9,7,21,14,13,37,65,44,11
6509,43,9,7,21,14,13,37,65,44,11,6
6510,9,7,21,14,13,37,65,44,11,6,2
6511,7,21,14,13,37,65,44,11,6,2,10
6512,21,14,13,37,65,44,11,6,2,10,48
6513,14,13,37,65,44,11,6,2,10,48,35
6514,13,37,65,44,11,6,2,10,48,35,5
6515,37,65,44,11,6,2,10,48,35,5,22
6516,65,44,11,6,2,10,48,35,5,22,2
6517,44,11,6,2,10,48,35,5,22,2,63
6518,11,6,2,10,48,35,5,22,2,63,68
6519,6,2,10,48,35,5,22,2,63,68,47
6520,2,10,48,35,5,22,2,63,68,47,47
6521,10,48,35,5,22,2,63,68,47,47,4
6522,48,35,5,22,2,63,68,47,47,4,11
6523,35,5,22,2,63,68,47,47,4,11,26
6524,5,22,2,63,68,47,47,4,11,26,13
6525,22,2,63,68,47,47,4,11,26,13,12
6526,2,63,68,47,47,4,11,26,13,12,11
6527,63,68,47,47,4,11,26,13,12,11,13
6528,68,47,47,4,11,26,13,12,11,13,24
6529,47,47,4,11,26,13,12,11,13,24,19
6530,47,4,11,26,13,12,11,13,24,19,8
6531,4,11,26,13,12,11,13,24,19,8,22
6532,11,26,13,12,11,13,24,19,8,22,9
6533,26,13,12,11,13,24,19,8,22,9,52
6534,13,12,11,13,24,19,8,22,9,52,16
6535,12,11,13,24,19,8,22,9,52,16,11
6536,11,13,24,19,8,22,9,52,16,11,52
6537,13,24,19,8,22,9,52,16,11,52,60
6538,24,19,8,22,9,52,16,11,52,60,35
6539,19,8,22,9,52,16,11,52,60,35,11
6540,8,22,9,52,16,11,52,60,35,11,32
6541,22,9,52,16,11,52,60,35,11,32,7
6542,1,2,1,1,10,5,2,6,4,7,5
6543,36,35,31,11,18,51,26,35,39,27,13
6544,35,31,11,18,51,26,35,39,27,13,12
6545,31,11,18,51,26,35,39,27,13,12,13
6546,11,18,51,26,35,39,27,13,12,13,1
6547,18,51,26,35,39,27,13,12,13,1,9
6548,51,26,35,39,27,13,12,13,1,9,33
6549,26,35,39,27,13,12,13,1,9,33,11
6550,35,39,27,13,12,13,1,9,33,11,22
6551,39,27,13,12,13,1,9,33,11,22,35
6552,27,13,12,13,1,9,33,11,22,35,17
6553,13,12,13,1,9,33,11,22,35,17,20
6554,12,13,1,9,33,11,22,35,17,20,15
6555,13,1,9,33,11,22,35,17,20,15,5
6556,1,9,33,11,22,35,17,20,15,5,9
6557,9,33,11,22,35,17,20,15,5,9,25
6558,33,11,22,35,17,20,15,5,9,25,30
6559,11,22,35,17,20,15,5,9,25,30,16
6560,22,35,17,20,15,5,9,25,30,16,4
6561,35,17,20,15,5,9,25,30,16,4,43
6562,17,20,15,5,9,25,30,16,4,43,4
6563,20,15,5,9,25,30,16,4,43,4,3
6564,15,5,9,25,30,16,4,43,4,3,35
6565,5,9,25,30,16,4,43,4,3,35,34
6566,9,25,30,16,4,43,4,3,35,34,11
6567,25,30,16,4,43,4,3,35,34,11,32
6568,30,16,4,43,4,3,35,34,11,32,41
6569,16,4,43,4,3,35,34,11,32,41,21
6570,4,43,4,3,35,34,11,32,41,21,19
6571,43,4,3,35,34,11,32,41,21,19,7
6572,4,3,35,34,11,32,41,21,19,7,24
6573,3,35,34,11,32,41,21,19,7,24,12
6574,35,34,11,32,41,21,19,7,24,12,7
6575,34,11,32,41,21,19,7,24,12,7,48
6576,11,32,41,21,19,7,24,12,7,48,12
6577,32,41,21,19,7,24,12,7,48,12,16
6578,41,21,19,7,24,12,7,48,12,16,48
6579,21,19,7,24,12,7,48,12,16,48,40
6580,19,7,24,12,7,48,12,16,48,40,47
6581,7,24,12,7,48,12,16,48,40,47,31
6582,24,12,7,48,12,16,48,40,47,31,34
6583,12,7,48,12,16,48,40,47,31,34,20
6584,7,48,12,16,48,40,47,31,34,20,51
6585,48,12,16,48,40,47,31,34,20,51,31
6586,12,16,48,40,47,31,34,20,51,31,24
6587,16,48,40,47,31,34,20,51,31,24,27
6588,48,40,47,31,34,20,51,31,24,27,24
6589,40,47,31,34,20,51,31,24,27,24,28
6590,47,31,34,20,51,31,24,27,24,28,39
6591,31,34,20,51,31,24,27,24,28,39,9
6592,34,20,51,31,24,27,24,28,39,9,5
6593,20,51,31,24,27,24,28,39,9,5,33
6594,51,31,24,27,24,28,39,9,5,33,38
6595,31,24,27,24,28,39,9,5,33,38,20
6596,24,27,24,28,39,9,5,33,38,20,9
6597,27,24,28,39,9,5,33,38,20,9,3
6598,24,28,39,9,5,33,38,20,9,3,44
6599,28,39,9,5,33,38,20,9,3,44,28
6600,39,9,5,33,38,20,9,3,44,28,5
6601,9,5,33,38,20,9,3,44,28,5,24
6602,5,33,38,20,9,3,44,28,5,24,10
6603,33,38,20,9,3,44,28,5,24,10,37
6604,38,20,9,3,44,28,5,24,10,37,32
6605,20,9,3,44,28,5,24,10,37,32,1
6606,9,3,44,28,5,24,10,37,32,1,16
6607,3,44,28,5,24,10,37,32,1,16,7
6608,44,28,5,24,10,37,32,1,16,7,16
6609,28,5,24,10,37,32,1,16,7,16,37
6610,5,24,10,37,32,1,16,7,16,37,2
6611,24,10,37,32,1,16,7,16,37,2,11
6612,10,37,32,1,16,7,16,37,2,11,30
6613,37,32,1,16,7,16,37,2,11,30,1
6614,32,1,16,7,16,37,2,11,30,1,39
6615,4,27,48,32,50,10,51,25,26,42,28
6616,27,48,32,50,10,51,25,26,42,28,20
6617,48,32,50,10,51,25,26,42,28,20,13
6618,32,50,10,51,25,26,42,28,20,13,58
6619,50,10,51,25,26,42,28,20,13,58,14
6620,10,51,25,26,42,28,20,13,58,14,57
6621,51,25,26,42,28,20,13,58,14,57,30
6622,25,26,42,28,20,13,58,14,57,30,4
6623,26,42,28,20,13,58,14,57,30,4,35
6624,42,28,20,13,58,14,57,30,4,35,6
6625,28,20,13,58,14,57,30,4,35,6,29
6626,20,13,58,14,57,30,4,35,6,29,16
6627,13,58,14,57,30,4,35,6,29,16,18
6628,58,14,57,30,4,35,6,29,16,18,44
6629,14,57,30,4,35,6,29,16,18,44,16
6630,57,30,4,35,6,29,16,18,44,16,9
6631,30,4,35,6,29,16,18,44,16,9,50
6632,4,35,6,29,16,18,44,16,9,50,45
6633,35,6,29,16,18,44,16,9,50,45,5
6634,6,29,16,18,44,16,9,50,45,5,49
6635,29,16,18,44,16,9,50,45,5,49,8
6636,16,18,44,16,9,50,45,5,49,8,16
6637,18,44,16,9,50,45,5,49,8,16,13
6638,44,16,9,50,45,5,49,8,16,13,4
6639,16,9,50,45,5,49,8,16,13,4,60
6640,9,50,45,5,49,8,16,13,4,60,38
6641,50,45,5,49,8,16,13,4,60,38,4
6642,45,5,49,8,16,13,4,60,38,4,13
6643,5,49,8,16,13,4,60,38,4,13,1
6644,49,8,16,13,4,60,38,4,13,1,27
6645,8,16,13,4,60,38,4,13,1,27,23
6646,16,13,4,60,38,4,13,1,27,23,6
6647,13,4,60,38,4,13,1,27,23,6,6
6648,4,60,38,4,13,1,27,23,6,6,50
6649,60,38,4,13,1,27,23,6,6,50,16
6650,38,4,13,1,27,23,6,6,50,16,31
6651,4,13,1,27,23,6,6,50,16,31,49
6652,13,1,27,23,6,6,50,16,31,49,44
6653,1,27,23,6,6,50,16,31,49,44,27
6654,27,23,6,6,50,16,31,49,44,27,1
6655,23,6,6,50,16,31,49,44,27,1,10
6656,13,11,17,4,30,23,9,3,6,9,4
6657,11,17,4,30,23,9,3,6,9,4,6
6658,17,4,30,23,9,3,6,9,4,6,3
6659,4,30,23,9,3,6,9,4,6,3,22
6660,30,23,9,3,6,9,4,6,3,22,6
6661,23,9,3,6,9,4,6,3,22,6,25
6662,9,3,6,9,4,6,3,22,6,25,14
6663,3,6,9,4,6,3,22,6,25,14,34
6664,6,9,4,6,3,22,6,25,14,34,8
6665,9,4,6,3,22,6,25,14,34,8,3
6666,4,6,3,22,6,25,14,34,8,3,21
6667,6,3,22,6,25,14,34,8,3,21,15
6668,3,22,6,25,14,34,8,3,21,15,9
6669,22,6,25,14,34,8,3,21,15,9,6
6670,6,25,14,34,8,3,21,15,9,6,3
6671,25,14,34,8,3,21,15,9,6,3,1
6672,14,34,8,3,21,15,9,6,3,1,9
6673,34,8,3,21,15,9,6,3,1,9,10
6674,8,3,21,15,9,6,3,1,9,10,17
6675,3,21,15,9,6,3,1,9,10,17,5
6676,21,15,9,6,3,1,9,10,17,5,3
6677,15,9,6,3,1,9,10,17,5,3,7
6678,9,6,3,1,9,10,17,5,3,7,11
6679,6,3,1,9,10,17,5,3,7,11,14
6680,3,1,9,10,17,5,3,7,11,14,17
6681,1,9,10,17,5,3,7,11,14,17,22
6682,9,10,17,5,3,7,11,14,17,22,2
6683,10,17,5,3,7,11,14,17,22,2,1
6684,17,5,3,7,11,14,17,22,2,1,13
6685,5,3,7,11,14,17,22,2,1,13,8
6686,3,7,11,14,17,22,2,1,13,8,12
6687,7,11,14,17,22,2,1,13,8,12,14
6688,11,14,17,22,2,1,13,8,12,14,8
6689,14,17,22,2,1,13,8,12,14,8,28
6690,17,22,2,1,13,8,12,14,8,28,7
6691,22,2,1,13,8,12,14,8,28,7,3
6692,2,1,13,8,12,14,8,28,7,3,22
6693,1,13,8,12,14,8,28,7,3,22,20
6694,13,8,12,14,8,28,7,3,22,20,5
6695,8,12,14,8,28,7,3,22,20,5,1
6696,12,14,8,28,7,3,22,20,5,1,7
6697,14,8,28,7,3,22,20,5,1,7,5
6698,8,28,7,3,22,20,5,1,7,5,4
6699,28,7,3,22,20,5,1,7,5,4,33
6700,7,3,22,20,5,1,7,5,4,33,9
6701,3,22,20,5,1,7,5,4,33,9,12
6702,22,20,5,1,7,5,4,33,9,12,17
6703,20,5,1,7,5,4,33,9,12,17,3
6704,5,1,7,5,4,33,9,12,17,3,10
6705,1,7,5,4,33,9,12,17,3,10,1
6706,7,5,4,33,9,12,17,3,10,1,35
6707,5,4,33,9,12,17,3,10,1,35,6
6708,4,33,9,12,17,3,10,1,35,6,2
6709,33,9,12,17,3,10,1,35,6,2,10
6710,9,12,17,3,10,1,35,6,2,10,22
6711,12,17,3,10,1,35,6,2,10,22,1
6712,17,3,10,1,35,6,2,10,22,1,11
6713,3,10,1,35,6,2,10,22,1,11,29
6714,10,1,35,6,2,10,22,1,11,29,22
6715,1,35,6,2,10,22,1,11,29,22,8
6716,35,6,2,10,22,1,11,29,22,8,2
6717,6,2,10,22,1,11,29,22,8,2,2
6718,2,10,22,1,11,29,22,8,2,2,5
6719,10,22,1,11,29,22,8,2,2,5,1
6720,22,1,11,29,22,8,2,2,5,1,29
6721,1,11,29,22,8,2,2,5,1,29,12
6722,11,29,22,8,2,2,5,1,29,12,5
6723,29,22,8,2,2,5,1,29,12,5,9
6724,22,8,2,2,5,1,29,12,5,9,10
6725,8,2,2,5,1,29,12,5,9,10,13
6726,2,2,5,1,29,12,5,9,10,13,12
6727,2,5,1,29,12,5,9,10,13,12,2
6728,5,1,29,12,5,9,10,13,12,2,9
6729,1,29,12,5,9,10,13,12,2,9,13
6730,29,12,5,9,10,13,12,2,9,13,11
6731,12,5,9,10,13,12,2,9,13,11,1
6732,5,9,10,13,12,2,9,13,11,1,5
6733,9,10,13,12,2,9,13,11,1,5,7
6734,10,13,12,2,9,13,11,1,5,7,10
6735,13,12,2,9,13,11,1,5,7,10,9
6736,12,2,9,13,11,1,5,7,10,9,11
6737,2,9,13,11,1,5,7,10,9,11,4
6738,9,13,11,1,5,7,10,9,11,4,17
6739,13,11,1,5,7,10,9,11,4,17,7
6740,11,1,5,7,10,9,11,4,17,7,4
6741,1,5,7,10,9,11,4,17,7,4,24
6742,5,7,10,9,11,4,17,7,4,24,20
6743,7,10,9,11,4,17,7,4,24,20,10
6744,10,9,11,4,17,7,4,24,20,10,3
6745,9,11,4,17,7,4,24,20,10,3,2
6746,6,4,11,9,7,7,9,6,7,4,20
6747,4,11,9,7,7,9,6,7,4,20,1
6748,11,9,7,7,9,6,7,4,20,1,10
6749,9,7,7,9,6,7,4,20,1,10,9
6750,7,7,9,6,7,4,20,1,10,9,6
6751,7,9,6,7,4,20,1,10,9,6,11
6752,9,6,7,4,20,1,10,9,6,11,10
6753,16,4,3,22,8,28,22,25,28,1,1
6754,4,3,22,8,28,22,25,28,1,1,10
6755,3,22,8,28,22,25,28,1,1,10,2
6756,22,8,28,22,25,28,1,1,10,2,13
6757,8,28,22,25,28,1,1,10,2,13,2
6758,28,22,25,28,1,1,10,2,13,2,13
6759,22,25,28,1,1,10,2,13,2,13,24
6760,25,28,1,1,10,2,13,2,13,24,5
6761,28,1,1,10,2,13,2,13,24,5,4
6762,1,1,10,2,13,2,13,24,5,4,32
6763,1,10,2,13,2,13,24,5,4,32,23
6764,10,2,13,2,13,24,5,4,32,23,14
6765,2,13,2,13,24,5,4,32,23,14,3
6766,13,2,13,24,5,4,32,23,14,3,9
6767,2,13,24,5,4,32,23,14,3,9,18
6768,13,24,5,4,32,23,14,3,9,18,4
6769,24,5,4,32,23,14,3,9,18,4,4
6770,5,4,32,23,14,3,9,18,4,4,19
6771,4,32,23,14,3,9,18,4,4,19,6
6772,32,23,14,3,9,18,4,4,19,6,1
6773,23,14,3,9,18,4,4,19,6,1,34
6774,14,3,9,18,4,4,19,6,1,34,1
6775,3,9,18,4,4,19,6,1,34,1,19
6776,9,18,4,4,19,6,1,34,1,19,5
6777,18,4,4,19,6,1,34,1,19,5,3
6778,4,4,19,6,1,34,1,19,5,3,4
6779,4,19,6,1,34,1,19,5,3,4,32
6780,19,6,1,34,1,19,5,3,4,32,4
6781,25,17,11,45,3,1,33,35,14,9,46
6782,17,11,45,3,1,33,35,14,9,46,1
6783,11,45,3,1,33,35,14,9,46,1,55
6784,45,3,1,33,35,14,9,46,1,55,17
6785,3,1,33,35,14,9,46,1,55,17,22
6786,1,33,35,14,9,46,1,55,17,22,9
6787,33,35,14,9,46,1,55,17,22,9,9
6788,35,14,9,46,1,55,17,22,9,9,16
6789,14,9,46,1,55,17,22,9,9,16,11
6790,9,46,1,55,17,22,9,9,16,11,31
6791,46,1,55,17,22,9,9,16,11,31,13
6792,1,55,17,22,9,9,16,11,31,13,18
6793,55,17,22,9,9,16,11,31,13,18,35
6794,17,22,9,9,16,11,31,13,18,35,17
6795,22,9,9,16,11,31,13,18,35,17,12
6796,9,9,16,11,31,13,18,35,17,12,3
6797,9,16,11,31,13,18,35,17,12,3,2
6798,16,11,31,13,18,35,17,12,3,2,5
6799,11,31,13,18,35,17,12,3,2,5,14
6800,31,13,18,35,17,12,3,2,5,14,17
6801,13,18,35,17,12,3,2,5,14,17,18
6802,18,35,17,12,3,2,5,14,17,18,8
6803,35,17,12,3,2,5,14,17,18,8,5
6804,17,12,3,2,5,14,17,18,8,5,20
6805,12,3,2,5,14,17,18,8,5,20,4
6806,3,2,5,14,17,18,8,5,20,4,2
6807,2,5,14,17,18,8,5,20,4,2,24
6808,5,14,17,18,8,5,20,4,2,24,19
6809,14,17,18,8,5,20,4,2,24,19,5
6810,17,18,8,5,20,4,2,24,19,5,35
6811,18,8,5,20,4,2,24,19,5,35,8
6812,8,5,20,4,2,24,19,5,35,8,3
6813,5,20,4,2,24,19,5,35,8,3,54
6814,20,4,2,24,19,5,35,8,3,54,47
6815,4,2,24,19,5,35,8,3,54,47,6
6816,2,24,19,5,35,8,3,54,47,6,37
6817,24,19,5,35,8,3,54,47,6,37,36
6818,19,5,35,8,3,54,47,6,37,36,49
6819,5,35,8,3,54,47,6,37,36,49,9
6820,35,8,3,54,47,6,37,36,49,9,16
6821,8,3,54,47,6,37,36,49,9,16,42
6822,3,54,47,6,37,36,49,9,16,42,11
6823,54,47,6,37,36,49,9,16,42,11,8
6824,47,6,37,36,49,9,16,42,11,8,20
6825,6,37,36,49,9,16,42,11,8,20,1
6826,37,36,49,9,16,42,11,8,20,1,29
6827,36,49,9,16,42,11,8,20,1,29,3
6828,49,9,16,42,11,8,20,1,29,3,15
6829,9,16,42,11,8,20,1,29,3,15,16
6830,16,42,11,8,20,1,29,3,15,16,33
6831,42,11,8,20,1,29,3,15,16,33,26
6832,11,8,20,1,29,3,15,16,33,26,15
6833,8,20,1,29,3,15,16,33,26,15,9
6834,20,1,29,3,15,16,33,26,15,9,37
6835,1,29,3,15,16,33,26,15,9,37,18
6836,29,3,15,16,33,26,15,9,37,18,11
6837,3,15,16,33,26,15,9,37,18,11,9
6838,15,16,33,26,15,9,37,18,11,9,30
6839,16,33,26,15,9,37,18,11,9,30,46
6840,33,26,15,9,37,18,11,9,30,46,8
6841,26,15,9,37,18,11,9,30,46,8,10
6842,15,9,37,18,11,9,30,46,8,10,6
6843,9,37,18,11,9,30,46,8,10,6,2
6844,37,18,11,9,30,46,8,10,6,2,12
6845,18,11,9,30,46,8,10,6,2,12,3
6846,11,9,30,46,8,10,6,2,12,3,26
6847,9,30,46,8,10,6,2,12,3,26,27
6848,30,46,8,10,6,2,12,3,26,27,32
6849,46,8,10,6,2,12,3,26,27,32,22
6850,8,10,6,2,12,3,26,27,32,22,7
6851,16,12,11,23,21,20,25,26,1,9,19
6852,12,11,23,21,20,25,26,1,9,19,58
6853,11,23,21,20,25,26,1,9,19,58,19
6854,23,21,20,25,26,1,9,19,58,19,12
6855,21,20,25,26,1,9,19,58,19,12,21
6856,20,25,26,1,9,19,58,19,12,21,3
6857,25,26,1,9,19,58,19,12,21,3,21
6858,26,1,9,19,58,19,12,21,3,21,43
6859,1,9,19,58,19,12,21,3,21,43,25
6860,9,19,58,19,12,21,3,21,43,25,13
6861,19,58,19,12,21,3,21,43,25,13,10
6862,58,19,12,21,3,21,43,25,13,10,8
6863,19,12,21,3,21,43,25,13,10,8,2
6864,12,21,3,21,43,25,13,10,8,2,16
6865,21,3,21,43,25,13,10,8,2,16,11
6866,3,21,43,25,13,10,8,2,16,11,35
6867,21,43,25,13,10,8,2,16,11,35,24
